clay	CEC [meq/100g]	treated_cec	layer_na	layer_ca	layer_k	layer_li	4_mg	4_al	4_si	8_al	8_fe	8_mg	8_ti	8_mn	8_li	OH	F	Li_ex	g1(organocation)	g1_smiles	g1_mw	g1_dp	g1_atomcount	g1_exchange	exchange_ratio	g2(adsorbate)	g2_smiles	g2_mw	g2_dp	g2_logp	g2_atomcount	temp	equilibrium concentration [mg/L]	adsorbed amount [g/kg]	メモ
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	873.6515	5.045	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	82.1441	1.328	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	242.9639	4.381	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	340.1682	5.045	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	402.6277	7.435	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	548.3951	11.02	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapentylammonium	CCCCC[N+](CCCCC)(CCCCC)CCCCC	299	0.0874	65	90	1	benzene	c1ccccc1	78	0	2.18	12	298	686.0544	15.136	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	61.2565	6.108	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	130.629	11.286	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	196.5255	16.862	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	264.7341	22.172	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	335.2627	27.218	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	465.8996	37.707	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrahexylammonium	CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC	355	1.8114	77	90	1	benzene	c1ccccc1	78	0	2.18	12	298	616.2366	46.337	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	10.93	2.078	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	32.81	10.965	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	65.63	21.93	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	93.95	50.634	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	235.21	94.206	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	460.19	123.055	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	662.43	156.619	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	886.5	186.354	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	1135.15	211.377	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	2.111	5.42	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	4.757	18.34	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	15.599	64.2	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	46.446	125.85	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	93.857	184.97	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	162.299	240.28	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	247.304	292.22	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Dodecyltrimethylammonium	CCCCCCCCCCCC[N+](C)(C)C	228	26.65	50	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	347.295	342.45	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	0.96	7.382	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	4.65	15.354	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	7.48	31.594	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	72.26	55.217	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	136.33	110.728	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	243.16	160.335	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	388.18	203.15	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	564.13	240.059	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	4-chlorophenol	Oc1ccc(Cl)cc1	129	2.1615	2.42	13	293	778.28	271.654	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	2.649	15.01	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	3.988	32.94	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	10.604	65.46	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	30.673	128.81	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	53.107	191.32	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	76.856	254.25	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	136.359	310.42	
Montmorillonite	82.5	82.5	1.79	0.1	0.07	0	0	0.76	7.24	2.24	0.76	0.78	0.04	0.01	0	4	0	0	Cetyltrimethylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	285	38.4124	62	82.5	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	293	166.154	371.66	
Saponite	71	71	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	54	0.76	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	0.629184024	4.21397942	
Saponite	71	71	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	54	0.76	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	2.169131342	23.02541658	
Saponite	71	71	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	54	0.76	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	7.274454796	44.09725561	
Saponite	71	71	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	54	0.76	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	44.64876259	74.35828847	
Saponite	71	71	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	54	0.76	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	186.555005	95.77967417	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	83	0.7	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	4.060567266	2.25263416	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	83	0.7	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	16.20537247	16.10827617	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	83	0.7	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	35.93922448	30.39502575	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	83	0.7	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	80.44622648	55.9352365	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Benzylammonium	[NH3+]CC1=CC=CC=C1	108	7.6721	18	83	0.7	caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	194	3.7396	-0.628	24	298	213.4584478	83.43096674	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	21.19913235	5.368060263	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	42.74213769	12.77184038	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	63.82664572	17.42893316	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	85.51187012	23.4593696	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	106.4477911	28.37476352	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	127.5407898	34.83484938	
Montmorillonite	80	80	0.32	0.12	0.05	0	0	0.02	7.98	3.01	0.41	0.54	0.02	0.01	0	4	0	0	Benzyltriethylammonium	CC[N+](CC)(CC)CC1=CC=CC=C1	192	2.2992	36	80	1	alachlor	CCC1=CC=CC(C)=C1N(COC)C(=O)CCl	256	5.4455	3.05	38	293	148.7696396	38.8039916	
Hectorite	74	74	0	0	0	0.7	0	0	8	0	0	5.3	0	0	0.7	2.6	1.4	0	Methylviologen	C[n+]1ccc(cc1)c2cc[n+](C)cc2	186	0.0409	28	74	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	298	27.59966796	3.26495009	
Hectorite	74	74	0	0	0	0.7	0	0	8	0	0	5.3	0	0	0.7	2.6	1.4	0	Methylviologen	C[n+]1ccc(cc1)c2cc[n+](C)cc2	186	0.0409	28	74	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	298	73.72136681	8.00507733	
Hectorite	74	74	0	0	0	0.7	0	0	8	0	0	5.3	0	0	0.7	2.6	1.4	0	Methylviologen	C[n+]1ccc(cc1)c2cc[n+](C)cc2	186	0.0409	28	74	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	298	152.2741425	13.9856574	
Hectorite	74	74	0	0	0	0.7	0	0	8	0	0	5.3	0	0	0.7	2.6	1.4	0	Methylviologen	C[n+]1ccc(cc1)c2cc[n+](C)cc2	186	0.0409	28	74	1	"2,4-dichlorophenol"	Oc1ccc(Cl)cc1Cl	163	0.7612	3.1	13	298	311.441682	20.76821223	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	0.929	5.633	産地：SAC
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	2.767	10.324	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	4.741	14.771	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	7.72	18.145	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	11.34	20.962	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	14.602	24.355	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	18.958	26.443	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	81	0.9	propylbenzene	CCCc1ccccc1	120	0.4662	3.74	21	293	22.35	29.397	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.2628	8.533	産地：Saz Li/Na=0.3/0.7
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.6591	15.683	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	1.4139	22.296	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	2.6508	26.617	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	4.0583	29.516	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	5.2332	34.385	
Montmorillonite	130	91	0.36	0.39	0.02	0	0	0	8	2.71	0.12	1.11	0.03	0.01	0	4	0	0.3	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	83	0.91	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	6.7965	36.959	
