clay	CEC [meq/100g]	treated_cec	layer_na	layer_ca	layer_k	layer_li	4_mg	4_al	4_si	8_al	8_fe	8_mg	8_ti	8_mn	8_li	OH	F	Li_ex	g1(organocation)	g1_smiles	g1_mw	g1_dp	g1_atomcount	g1_exchange	exchange_ratio	g2(adsorbate)	g2_smiles	g2_mw	g2_dp	g2_logp	g2_atomcount	temp	equilibrium concentration [mg/L]	adsorbed amount [g/kg]	メモ
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	42.847	23.67	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	12.303	1.252	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	22.728	3.026	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	32.58	4.922	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	40.597	7.102	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	53.316	8.148	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	59.269	10.975	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	64.992	13.842	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	p-xylene	CC1=CC=C(C)C=C1	106	0.0952	3.25	18	293	81.954	13.877	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.00535	1.5556	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.00751	3.2321	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.00968	4.8064	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.0718	6.3178	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.11546	7.9933	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.20062	9.6268	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.27196	11.138	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.46088	12.6461	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.24748	0.7723	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.41109	1.6064	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.58162	2.4607	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.82594	3.0882	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	0.96881	3.8206	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	1.2869	4.5893	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	1.46666	5.2594	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	butylbenzene	CCCCc1ccccc1	134	0.4513	4.25	24	293	1.6833	6.0103	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.2908	1.2897	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.3268	2.8782	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.4463	4.2972	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.5655	5.773	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.5884	7.1912	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.6249	8.6473	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.7301	10.1986	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	0.8081	11.6172	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	2.2954	0.4176	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	3.7562	1.1481	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	4.9264	2.0841	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	5.8479	3.1127	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	7.018	4.0677	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	8.1607	4.9846	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	8.9164	6.0496	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	naphthalene	c1ccc2ccccc2c1	128	0	3.36	18	293	9.9069	7.0598	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	7.8705	0.922	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	15.6679	1.744	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	30.7417	4.205	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	46.3364	6.12	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	88.9605	16.638	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	3-(trifluoromethyl)phenyltrimethylammonium	C[N+](C)(C)C1=CC(=CC=C1)C(F)(F)F	204	7.0054	27	96	0.81	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	141.4619	43.525	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	7.091	3.718	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	13.8483	6.721	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	28.6634	11.159	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	44.5168	13.279	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	91.82	19.708	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Trimethylphenylammonium	C[N+](C)(C)c1ccccc1	136	2.8113	24	110	0.92	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	154.7161	29.415	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	3.7123	9.512	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	9.6901	15.379	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	23.2048	20.567	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	39.3186	24.255	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	87.4013	29.32	
Montmorillonite	119	119	0.53	0.14	0	0	0	0.35	7.65	3.28	0.31	0.43	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	99	0.83	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	151.8566	35.619	
Saponite	70	70	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	73	1.04	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	1.6306	13.747	
Saponite	70	70	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	73	1.04	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	5.2629	23.909	
Saponite	70	70	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	73	1.04	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	30.1766	40.454	
Saponite	70	70	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	73	1.04	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	71.4373	58.502	
Saponite	70	70	0.49	0.14	0	0	0	0.8	7.2	0.03	0	5.97	0	0	0	4	0	0	Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	223	8.9622	35	73	1.04	2-phenylphenol	OC1=CC=CC=C1C1=CC=CC=C1	170	1.4415	3.29	23	298	128.0101	77.374	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	17.1381	18.057	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	37.76	34.786	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	86.2138	46.868	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	143.9474	57.092	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	233.0123	60.809	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	421.5702	66.518	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	603.1682	73.687	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetramethylammonium	C[N+](C)(C)C	74	0.0015	17	90	1	benzene	c1ccccc1	78	0	2.18	12	298	800.9982	78.334	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	54.3435	3.585	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	126.0594	6.373	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	193.1432	9.161	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	267.1791	11.419	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	329.6307	14.605	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	466.1183	19.916	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	638.5067	23.235	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetraethylammonium	CC[N+](CC)(CC)CC	130	0.0035	29	90	1	benzene	c1ccccc1	78	0	2.18	12	298	720.6508	25.094	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	78.6758	1.328	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	150.3995	3.053	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	256.8681	3.186	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	349.4403	3.85	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	436.2165	4.78	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	606.3084	7.036	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrapropylammonium	CCC[N+](CCC)(CCC)CCC	186	0.0095	41	90	1	benzene	c1ccccc1	78	0	2.18	12	298	768.2843	9.692	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	97.2043	0.398	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	200.189	1.195	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	295.0812	1.195	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	398.0737	1.461	
Montmorillonite	90	90	0.49	0.2	0.02	0	0.13	1.04	7.48	3.24	0.26	0.54	0	0	0	4	0	0	Tetrabutylammonium	CCCC[N+](CCCC)(CCCC)CCCC	242	0.8023	53	90	1	benzene	c1ccccc1	78	0	2.18	12	298	681.5707	3.452	
